  1056
    id          xc          yc          zc         gxc         gyc         gzc         vol                 R  mean_overdensity       ellipticity      inv_porosity
   222   -675.0023   -239.4020     22.5991   -678.0151   -234.4140     27.7400   152542.44           33.1462            0.2570          0.496604          0.670014
   223   -196.2043    589.3944    439.7972   -198.9274    559.5847    438.0497   237715.08           38.4287            0.3411          0.593143          0.512896
   224  -1092.2004    435.3951    -92.2004  -1095.0657    434.9070    -98.3594   143081.25           32.4463            0.2745          0.358782          0.703489
   225   -403.4034   -343.0015    333.3977   -418.0432   -333.3964    329.8911   336146.56           43.1334            0.2875          0.566377          0.587276
   226   -512.6030   -194.6022     -8.2008   -495.6563   -204.7355      4.6823   321921.84           42.5162            0.2461          0.463548          0.635355
   227  -1095.0005   -273.0018   -153.8002  -1094.8496   -280.0788   -153.2053   108090.23           29.5506            0.3648          0.585333          0.557860
   228   -504.2030    552.9946     36.5990   -496.6291    560.0633     17.8948   327497.59           42.7602            0.2559          0.329299          0.593615
   229   -400.6035   -561.4006    529.3969   -400.9574   -571.0377    530.3054   217519.52           37.3081            0.2717          0.378646          0.505191
   230   -747.8019   -149.8024     22.5991   -756.6448   -163.4832     23.0022   331690.38           42.9419            0.3203          0.407940          0.503068
   231   -106.6047     34.9968    470.5971   -107.1266     42.8287    472.4382   131688.31           31.5612            0.4018          0.397296          0.590566
   232   -680.6022    236.5959     -5.4008   -676.1748    245.3812      4.1652   219253.70           37.4070            0.2299          0.437771          0.563855
   233   -120.6047   -432.6011    184.9984   -134.1582   -416.8136    175.0291   261269.27           39.6582            0.3125          0.481862          0.622364
   234  -1109.0004    359.7954    -75.4005  -1112.0464    338.1809    -68.1501   233193.03           38.1835            0.2740          0.566627          0.565800
   235   -260.6041   -441.0011    271.7980   -258.5155   -435.6374    264.6006   427487.62           46.7317            0.3025          0.528562          0.584965
   236   -451.0032   -200.2021    674.9962   -451.7806   -195.8545    678.5978   145232.53           32.6081            0.2538          0.569099          0.671932
   237  -1092.2004    499.7948     -8.2008  -1085.8254    510.5656    -11.6891   241534.69           38.6335            0.3232          0.512224          0.597007
   238   -322.2038    373.7953    -39.0007   -329.4363    382.8085    -21.6661   383518.34           45.0712            0.2781          0.391752          0.589245
   239  -1033.4006     82.5966     36.5990  -1042.9384     66.7193     37.0058    76940.75           26.3849            0.2609          0.448078          0.678169
   240   -448.2032    -71.4027    624.5964   -448.7971    -73.9917    617.1027   194931.20           35.9692            0.3027          0.514153          0.425283
   241  -1184.6001   -250.6019    -36.2007  -1176.7971   -257.5474    -50.7776    85216.55           27.2989            0.2965          0.545479          0.714665
   242   -459.4032   -477.4009    750.5959   -473.9752   -514.8262    764.6215   242742.03           38.6977            0.3703          0.609917          0.391332
   243   -568.6027   -575.4005     -5.4008   -588.2382   -599.2585      0.3068   183779.73           35.2698            0.2734          0.588983          0.623053
   244     44.5946   -564.2006    602.1965     56.1406   -553.3832    601.0912    87916.60           27.5842            0.2799          0.647565          0.577682
   245   -526.6029   -393.4013    700.1961   -523.3247   -388.3905    693.7406   196819.05           36.0850            0.2659          0.596950          0.540247
   246   -554.6028   -527.8007    -41.8007   -546.5214   -528.9287    -37.3054    88948.34           27.6917            0.2624          0.305951          0.729789
   247   -218.6042    152.5963    926.9951   -216.1573    149.5416    929.4996   228319.75           37.9156            0.3541          0.578667          0.529015
   248  -1041.8007   -287.0018     22.5991  -1037.7078   -277.4793     10.1275   129734.62           31.4043            0.2640          0.500318          0.655636
   249   -627.4025   -393.4013    708.5961   -630.1519   -387.1207    705.9274   124773.53           30.9988            0.2792          0.258853          0.702137
   250   -591.0026     99.3965    700.1961   -576.4877    109.4914    693.7737   134081.06           31.7512            0.3423          0.512105          0.569686
   251   -868.2014    379.3953    -83.8005   -858.6750    383.0869   -102.4399   287238.16           40.9309            0.2853          0.524683          0.500329
   252   -165.4045   -376.6014    240.9981   -163.2238   -362.5573    239.0529    83614.07           27.1267            0.2207          0.483850          0.806906
   253  -1044.6006   -491.4009     58.9989  -1043.7236   -463.6274     62.4480   129580.95           31.3919            0.3253          0.554304          0.462921
   254    -11.4052   -673.4001    610.5965     -7.5509   -677.3669    624.5875    50093.80           22.8682            0.3614          0.550609          0.621908
   255   -277.4040    -46.2028    602.1965   -259.8868    -47.7872    606.6793   315972.94           42.2526            0.2757          0.476220          0.595238
   256   -389.4035   -331.8016    394.9974   -392.4043   -333.6761    399.9525    75250.47           26.1903            0.2697          0.515854          0.632475
   257   -602.2026    418.5952     67.3989   -608.8492    416.5025     65.3305   131929.78           31.5804            0.3315          0.590009          0.582810
   258   -190.6044     32.1968    792.5957   -191.4737     43.4021    780.5833   237780.94           38.4323            0.3517          0.514729          0.441933
   259   -798.2017   -418.6012     72.9988   -807.0913   -387.7914     64.5654   355947.00           43.9642            0.2734          0.493356          0.443437
   260   -675.0023   -421.4012    733.7960   -674.2806   -421.7668    736.4295    80343.27           26.7683            0.3552          0.510969          0.472445
   261   -658.2023   -589.4005    -78.2005   -658.5853   -587.2875    -72.6791    56481.75           23.8016            0.2960          0.676752          0.695371
   262   -241.0042    620.1943    674.9962   -229.7023    616.4555    668.0548   105741.40           29.3350            0.3387          0.194904          0.678048
   263   -425.8033   -309.4017    490.1970   -423.2102   -308.4069    495.9887   111075.66           29.8202            0.2606          0.504236          0.620946
   264   -815.0016   -301.0017     11.3991   -802.6366   -294.6467     20.8892   148700.89           32.8656            0.2820          0.298960          0.606214
   265   -890.6013   -172.2023     16.9991   -880.6605   -179.2118     15.6182   144749.59           32.5719            0.2454          0.325100          0.623082
   266   -966.2010   -651.0002     56.1989   -970.0848   -647.7636     60.9707   265023.00           39.8473            0.2940          0.598920          0.557854
   267   -549.0028    611.7943    -47.4006   -553.3243    615.3189    -42.5690    94919.20           28.2980            0.2521          0.433086          0.692531
   268  -1033.4006    482.9949    -33.4007  -1026.0782    476.3570    -28.0233    83372.60           27.1006            0.3085          0.586105          0.610925
   269   -420.2034   -466.2010    504.1970   -425.7041   -449.4215    521.6262   197653.22           36.1359            0.2697          0.572461          0.573181
   270   -778.6018   -256.2019     64.5989   -773.7975   -253.8323     64.7494   136934.78           31.9748            0.2398          0.444837          0.503027
   271   -490.2031   -558.6006    439.7972   -493.7486   -554.4800    443.2844    53935.36           23.4384            0.3459          0.387138          0.830528
   272   -465.0032     -1.4030    635.7964   -464.8361    -10.0782    641.5637   186040.75           35.4139            0.3111          0.505841          0.622748
   273   -311.0038    -77.0027    442.5972   -329.9114    -97.3511    461.1522   306050.75           41.8057            0.2769          0.628219          0.443091
   274   -946.6011    578.1945    -72.6005   -962.8226    566.9623    -70.5284   183011.42           35.2206            0.2989          0.553120          0.437647
   275   -655.4023   -575.4005    722.5960   -663.4877   -573.5120    717.5336   147054.52           32.7439            0.2666          0.622590          0.718078
   276   -627.4025   -589.4005     33.7990   -618.1668   -598.1208     28.2625   158776.73           33.5918            0.2956          0.420241          0.479449
   277   -781.4018    522.1947    -13.8008   -786.7912    531.9191    -18.9248   119790.49           30.5805            0.2759          0.501170          0.731772
   278   -784.2018    135.7964   -103.4004   -798.1053    157.4853    -99.9815   382662.25           45.0377            0.2755          0.269485          0.521100
   279   -753.4019    412.9952      2.9991   -759.0462    414.6925      4.5075    66557.59           25.1403            0.3947          0.345741          0.477425
   280   -773.0018   -558.6006    652.5963   -768.2891   -567.8142    675.2037   282342.91           40.6970            0.2930          0.601870          0.642403
   281   -540.6028    312.1956    593.7966   -545.4935    310.5793    602.1502    85699.48           27.3504            0.3201          0.590718          0.781622
   282   -367.0036   -393.4013    520.9969   -381.7673   -403.9900    528.4929   118297.77           30.4529            0.3224          0.553658          0.547536
   283  -1067.0005      9.7969     47.7990  -1047.7695     15.4884     41.6646   124751.58           30.9970            0.2089          0.448244          0.677259
   284   -512.6030   -359.8015    775.7958   -546.7493   -346.9809    775.2029   229592.95           37.9860            0.2787          0.557315          0.466096
   285  -1083.8005    300.9957    112.1987  -1099.5354    312.4234    119.2141   171772.14           34.4843            0.3236          0.530065          0.666928
   286  -1005.4008    404.5952   -167.8001  -1003.6752    402.8249   -152.8365    96016.79           28.4066            0.3648          0.625159          0.586464
   287  -1033.4006   -102.2026     16.9991  -1031.0059   -105.1300     19.7198    67150.29           25.2147            0.2741          0.283993          0.731462
   288   -677.8022     65.7967    -36.2007   -678.1733     71.7937    -28.3111   129580.95           31.3919            0.2266          0.332634          0.722502
   289   -798.2017    -57.4028    -53.0006   -793.8469    -51.3924    -44.8627   106356.04           29.3917            0.3430          0.335302          0.542632
   290   -591.0026    547.3946     -2.6008   -592.5491    540.5868    -10.5044   125958.92           31.0966            0.2840          0.452699          0.690443
   291   -983.0009   -163.8023     42.1990   -967.3098   -173.5803     45.5931   145737.41           32.6458            0.3252          0.511413          0.535426
   292   -652.6024   -119.0025    820.5956   -646.4571   -107.6344    801.4517   103414.52           29.1182            0.3319          0.611844          0.543764
   293   -719.8021     54.5967     14.1991   -700.5388     86.2634      7.6881   166481.78           34.1266            0.2641          0.524422          0.546247
   294   -451.0032   -567.0005    658.1963   -451.7028   -565.4135    662.6413    86379.98           27.4226            0.3400          0.351821          0.593984
   295   -630.2025    438.1951    -67.0005   -645.1363    432.7397    -63.0955   300365.28           41.5452            0.2556          0.490202          0.511167
   296   -792.6017    202.9961   -128.6003   -780.6346    215.5783   -110.1616   116805.05           30.3243            0.3096          0.583614          0.508065
   297   -473.4031   -410.2012    621.7964   -479.6800   -412.4974    620.8266    93975.28           28.2038            0.2833          0.409143          0.578029
   298   -862.6014   -684.6000     14.1991   -874.9484   -677.4391      2.4838    90945.94           27.8975            0.3462          0.568809          0.568443
   299  -1039.0007    379.3953    -83.8005  -1019.5641    385.0993    -67.0947   359064.16           44.0921            0.3013          0.492762          0.474402
   300   -103.8047   -533.4007    366.9976   -106.6284   -527.6783    368.3919   131337.09           31.5331            0.2762          0.557147          0.652989
   301   -501.4030   -107.8026    907.3952   -507.3469    -88.8576    902.8689   203777.73           36.5053            0.3170          0.674255          0.525437
   302   -834.6016     18.1969    -41.8007   -838.4336     14.3678    -36.4366   166130.55           34.1026            0.2625          0.378635          0.597945
   303   -518.2029   -340.2015    506.9969   -522.3978   -336.3664    516.5646    73252.86           25.9565            0.3283          0.357924          0.638410
   304  -1086.6005    496.9948   -109.0004  -1085.6030    496.6539   -111.0557   127846.77           31.2512            0.3353          0.574004          0.545341
   305   -787.0018    536.1946   -100.6004   -779.7803    537.6103   -108.3908   143959.33           32.5125            0.3108          0.485226          0.484780
   306   -728.2020    538.9946     70.1989   -713.1263    549.6421     44.7341   202658.20           36.4383            0.3174          0.462630          0.575843
   307   -557.4028   -589.4005    778.5958   -558.3060   -619.1939    759.7167   227968.53           37.8962            0.3073          0.512399          0.574337
   308   -719.8021    174.9962     16.9991   -707.8531    167.1424     20.9312   168040.36           34.2327            0.2349          0.428857          0.671908
   309   -537.8029   -250.6019    -47.4006   -534.4706   -256.4277    -49.2596   240327.34           38.5690            0.3043          0.567318          0.580477
   310   -602.2026   -301.0017     78.5988   -594.9036   -300.3438     72.6976    64977.07           24.9397            0.2283          0.560797          0.654844
   311  -1134.2002   -340.2015   -103.4004  -1136.8337   -340.1407   -100.6205    54791.47           23.5618            0.3576          0.433153          0.581689
   312   -714.2021   -609.0004    649.7963   -714.6716   -609.3291    654.0717    57996.42           24.0125            0.2067          0.353626          0.741210
   313   -260.6041   -508.2008     89.7988   -273.7426   -492.2021     93.7216   198377.62           36.1800            0.2395          0.487830          0.649574
   314   -367.0036    -79.8027    450.9972   -364.1702    -83.7489    455.0558    90463.00           27.8480            0.2621          0.485579          0.758926
   315   -624.6025   -205.8021    968.9949   -627.3746   -200.2768    982.6367   107519.48           29.4985            0.3031          0.383925          0.610699
   316   -479.0031    326.1956     30.9990   -478.3515    328.4749     21.8959   168281.83           34.2491            0.3379          0.217833          0.611482
   317   -546.2028    -35.0029    680.5962   -545.7796    -38.0906    694.3741   216399.97           37.2440            0.3435          0.494153          0.531334
   318   -784.2018   -127.4025     72.9988   -792.1866   -148.0453     66.3883    96653.38           28.4693            0.2352          0.541577          0.578789
   319   -689.0022   -533.4007    484.5970   -686.0179   -531.5187    478.7770    61069.66           24.4294            0.2264          0.328061          0.716163
   320    -47.8050   -539.0007    330.5977    -47.5694   -539.6818    333.6076    64845.36           24.9228            0.2634          0.209775          0.750314
   321   -700.2021   -449.4011   -109.0004   -695.5565   -423.8142    -86.9740   131644.42           31.5576            0.3723          0.476925          0.464088
   322   -985.8009   -351.4015    -27.8007   -970.5424   -346.8891    -15.8467   257866.75           39.4853            0.2993          0.553171          0.471634
   323   -661.0023    306.5956     19.7991   -648.3566    297.7109     25.5049   234993.08           38.2815            0.2610          0.451729          0.555591
   324   -411.8034   -667.8001     84.1988   -419.9590   -672.5374     88.1838   120646.61           30.6532            0.2421          0.465192          0.667775
   325   -106.6047   -547.4006    294.1979    -95.3965   -540.9178    310.3174   143959.33           32.5125            0.3368          0.376556          0.641690
   326   -204.6043   -499.8008    344.5977   -184.9737   -480.0033    349.6854   217343.89           37.2981            0.2912          0.241417          0.393307
   327  -1181.8000     32.1968     58.9989  -1176.4177     33.8144     54.4193    22302.94           17.4619            0.4038          0.607578          0.805723
   328   -747.8019    454.9950    -72.6005   -758.0703    449.9361    -68.2628   101131.54           28.9023            0.2491          0.333075          0.626061
   329   -588.2026    449.3950    -78.2005   -572.8364    438.5609    -65.4521   107234.11           29.4724            0.2621          0.582508          0.607470
   330   -582.6027   -387.8013    -78.2005   -594.8558   -405.3630    -63.5690   192362.84           35.8105            0.3007          0.614860          0.488747
   331   -308.2039    -15.4030    856.9954   -306.0969    -23.5714    863.3318    78082.24           26.5148            0.3100          0.557393          0.648094
   332   -927.0012    222.5960    -36.2007   -935.5548    226.7294    -39.6346   150918.02           33.0281            0.2556          0.309557          0.760852
   333   -308.2039   -522.2007    193.3983   -307.2498   -526.4529    187.2794    59269.62           24.1870            0.3500          0.439437          0.763815
   334   -509.8030   -460.6010    459.3972   -513.7457   -458.9695    459.0027    95994.84           28.4045            0.3077          0.491927          0.424684
   335   -330.6038   -471.8010    523.7969   -346.0051   -463.2157    529.4978   233193.03           38.1835            0.2633          0.495580          0.615618
   336   -437.0033   -527.8007    571.3967   -436.7139   -526.6155    565.2590    41642.40           21.5022            0.3569          0.625583          0.741067
   337   -358.6036     40.5968   1013.7947   -360.8738     40.3903   1029.6207    75469.98           26.2157            0.3422          0.403504          0.625037
   338   -173.8044   -617.4003    218.5982   -160.2124   -624.2264    209.1861   123500.33           30.8930            0.2728          0.397329          0.671810
   339   -507.0030    -35.0029    742.1959   -513.2115    -22.9369    740.4061   108529.27           29.5905            0.3417          0.326548          0.744746
   340   -467.8032   -329.0016    708.5961   -465.8464   -327.4447    701.7854    86840.97           27.4713            0.2884          0.316002          0.608270
   341   -689.0022   -205.8021    -30.6007   -679.3974   -213.1745    -30.7555   136803.06           31.9646            0.2896          0.611560          0.603442
   342   -386.6035   -166.6023    470.5971   -381.1611   -159.7846    464.6193   122797.88           30.8343            0.2791          0.318990          0.574583
   343   -865.4014     46.1968     22.5991   -852.6466     58.5597      5.6500   171728.23           34.4814            0.2725          0.631057          0.566665
   344   -277.4040    -46.2028    795.3957   -272.1044    -40.6794    788.7268    75974.88           26.2741            0.3261          0.502640          0.642841
   345   -983.0009    617.3943   -131.4003   -979.8390    606.0817   -140.2583   111075.66           29.8202            0.3108          0.505090          0.725810
   346   -770.2018    648.1942     56.1989   -766.4283    623.7839     58.2402    99309.55           28.7277            0.3018          0.584361          0.542205
   347   -515.4030    183.3962    756.1959   -547.9705    174.3034    726.8091   117661.17           30.3982            0.3540          0.628315          0.476583
   348   -599.4026   -634.2003    714.1960   -597.9648   -648.9820    709.7347   107146.30           29.4643            0.2890          0.548476          0.710443
   349   -921.4012    368.1954   -123.0003   -923.7356    382.5595   -123.2175   144442.27           32.5488            0.3521          0.608584          0.570964
   350   -845.8015    228.1960    616.1965   -837.2271    223.9565    619.4708    47393.75           22.4497            0.3905          0.200942          0.658496
   351  -1055.8005   -222.6021     39.3990  -1053.7720   -227.8414     43.1390    88487.35           27.6438            0.3349          0.643430          0.485500
   352    -89.8048   -527.8007    156.9985    -95.2496   -523.2182    153.2155   138383.59           32.0872            0.2827          0.543721          0.591223
   353   -666.6023   -373.8014    820.5956   -691.1062   -396.7783    811.7171   161564.59           33.7872            0.2729          0.546966          0.643701
   354   -417.4034    -57.4028    739.3959   -423.8404    -56.3225    743.6901   115948.94           30.2500            0.1912          0.222318          0.825661
   355   -218.6042   -527.8007     61.7989   -215.5456   -532.7640     47.7179   172606.31           34.5400            0.2487          0.449981          0.756726
   356   -703.0021    219.7960     36.5990   -690.6892    213.4436     45.3530   189794.50           35.6505            0.2433          0.421774          0.431030
   357   -551.8028   -427.0012    389.3975   -551.4922   -422.7062    381.9504    87323.91           27.5221            0.3230          0.319407          0.648018
   358   -148.6046   -592.2004    266.1980   -148.5091   -589.7973    263.8106   126002.83           31.1003            0.3539          0.296170          0.629022
   359   -683.4022   -558.6006    -50.2006   -683.4420   -553.8421    -66.3428   108134.13           29.5546            0.3281          0.496744          0.641867
   360   -689.0022   -427.0012    109.3987   -691.4667   -440.8628    110.9373   116080.65           30.2615            0.2626          0.227037          0.728647
   361   -927.0012    275.7958     -2.6008   -923.8900    263.8074    -13.8718   179850.38           35.0166            0.2482          0.570294          0.532914
   362   -535.0029    -79.8027     -8.2008   -551.7043    -72.9604     -7.0920   142203.19           32.3798            0.2373          0.604114          0.478570
   363     47.3946   -595.0004    470.5971     32.7821   -596.7211    472.2731   177062.50           34.8348            0.3019          0.540668          0.698469
   364   -311.0038    -37.8029    537.7968   -294.2462    -54.6465    529.5198   118890.47           30.5037            0.2857          0.419955          0.429508
   365   -523.8029    438.1951    -92.2004   -530.3199    435.4210    -77.5380   179696.72           35.0066            0.2812          0.430354          0.574399
   366   -873.8014   -320.6016    -55.8006   -874.5580   -316.6794    -63.4411    54330.49           23.4955            0.3371          0.674063          0.553887
   367   -199.0043   -645.4002    442.5972   -191.5269   -648.6451    436.0535   150588.73           33.0041            0.3337          0.464027          0.473040
   368   -966.2010   -435.4011    173.7984   -969.0110   -451.4723    173.8214   113534.25           30.0386            0.2775          0.523396          0.541374
   369   -243.8041   -485.8009     42.1990   -245.3893   -487.4120     39.1032    78521.27           26.5644            0.2094          0.139338          0.793159
   370   -574.2027    214.1960    -64.2006   -579.3077    211.9172    -68.2601   134849.36           31.8117            0.2861          0.437347          0.603477
   371   -565.8027    502.5948      2.9991   -563.6697    506.0610      0.6384   122534.45           30.8122            0.2545          0.385472          0.606760
   372   -745.0020   -648.2002    -41.8007   -754.2200   -652.3162    -36.8682    87126.34           27.5013            0.2706          0.575807          0.646359
   373   -605.0026    673.3940     14.1991   -605.6586    674.5685     16.9081    37449.62           20.7549            0.3284          0.463679          0.667443
   374   -467.8032   -256.2019    -19.4008   -459.6253   -260.0528    -16.5134    72945.54           25.9201            0.2344          0.316542          0.701042
   375   -535.0029   -544.6006    445.3972   -525.0253   -526.2423    450.3465   124619.87           30.9861            0.3398          0.557567          0.557107
   376   -459.4032   -581.0005    156.9985   -457.9214   -615.8376    155.6803   266581.59           39.9252            0.3225          0.557423          0.516188
   377   -798.2017   -214.2021   -128.6003   -786.8809   -223.7892   -109.7869    85238.50           27.3012            0.3397          0.425631          0.556915
   378   -103.8047   -483.0009    338.9977    -93.4682   -477.8304    354.5499    81506.70           26.8969            0.3189          0.281568          0.699108
   379   -677.8022    684.5940     19.7991   -661.3528    677.8861     30.3251    85260.45           27.3036            0.2963          0.527401          0.619713
   380   -369.8036   -424.2012    462.1971   -374.5491   -423.6853    460.7795   235036.98           38.2839            0.2580          0.591834          0.651637
   381   -341.8037   -267.4019    543.3968   -352.4936   -268.9763    536.3298   166218.36           34.1086            0.2639          0.633896          0.531626
   382   -787.0018    107.7965     -8.2008   -780.1525    100.6881    -15.8943   122863.73           30.8398            0.2736          0.457436          0.594030
   383   -493.0031   -505.4008    -39.0007   -502.0745   -515.5552    -30.4808   157920.61           33.5313            0.2718          0.493919          0.617817
   384   -745.0020    -93.8026      5.7991   -755.6052    -99.1899     -7.4501   132566.39           31.6312            0.2867          0.445925          0.541145
   385   -215.8043   -301.0017    310.9978   -213.6538   -301.5963    308.9411    55384.17           23.6464            0.2205          0.347936          0.686145
   386   -361.4036   -516.6008    338.9977   -351.6733   -493.6468    339.4936   109407.33           29.6701            0.3561          0.473870          0.504551
   387   -260.6041    477.3949    224.1982   -258.5591    463.4492    219.0125   123653.99           30.9058            0.3194          0.453622          0.575628
   388    -78.6049   -620.2003    420.1973    -77.7090   -628.7694    410.1094    86643.41           27.4504            0.2608          0.332893          0.701493
   389   -551.8028   -147.0024    795.3957   -539.9583   -138.8842    790.7663    86489.74           27.4342            0.3081          0.507139          0.721189
   390   -518.2029   -572.6005    786.9957   -515.3395   -579.0504    782.5350    39556.98           21.1371            0.4058          0.392054          0.715338
   391   -299.8039    681.7940    621.7964   -288.7168    671.4466    634.1887   166811.06           34.1491            0.3197          0.610726          0.614605
   392   -151.4045    166.5963    800.9957   -152.7756    159.1582    791.5034   197345.89           36.1171            0.2976          0.506291          0.511366
   393   -316.6038   -684.6000    434.1973   -311.7649   -680.4745    438.2205    59598.90           24.2317            0.2684          0.625505          0.636790
   394   -308.2039     -1.4030    492.9970   -310.9294      3.7848    513.1509   135529.88           31.8651            0.3212          0.516747          0.492051
   395   -487.4031   -295.4017    350.1976   -483.1765   -296.3954    362.8614   150149.70           32.9720            0.3154          0.352512          0.674205
   396   -658.2023   -303.8017    445.3972   -655.9875   -307.0741    450.8143    74108.98           26.0572            0.3050          0.367783          0.631323
   397   -257.8041   -446.6011    151.3985   -262.8274   -432.8461    160.8500   138142.12           32.0685            0.3287          0.481203          0.546409
   398   -375.4036     43.3968    758.9958   -365.4912     45.3615    761.1516   139503.12           32.1735            0.3548          0.531895          0.684532
   399   -873.8014    435.3951    117.7986   -882.6525    433.5054    109.3370   101987.66           28.9836            0.3485          0.476512          0.598167
   400   -929.8011    326.1956   -156.6002   -950.2152    339.1835   -145.3864   179608.91           35.0009            0.3501          0.670855          0.534779
   401   -518.2029   -393.4013    380.9975   -500.4211   -386.7515    364.8469   133049.33           31.6695            0.3160          0.493582          0.596297
   402   -750.6019    250.5959     -8.2008   -742.0712    244.0900    -11.9967   167491.56           34.1954            0.2803          0.499057          0.534381
   403   -246.6041    -29.4029    702.9961   -257.7563    -18.5163    696.6840   170916.03           34.4269            0.2875          0.647705          0.562096
   404   -467.8032   -600.6004    627.3964   -463.2688   -605.6544    615.4676   277030.59           40.4402            0.3099          0.504806          0.629625
   405   -358.6036    -35.0029    478.9971   -338.1568    -33.1668    459.1494   227902.67           37.8925            0.3198          0.488898          0.560449
   406   -955.0010    645.3942    -22.2007   -965.6067    657.2776    -22.5135   124093.02           30.9423            0.2882          0.504406          0.650878
   407   -859.8015   -410.2012     75.7988   -855.9153   -404.3077     77.9153    74701.67           26.1265            0.2761          0.601496          0.588137
   408   -358.6036    -65.8027    730.9960   -353.5193    -62.5979    729.4852   137527.47           32.0209            0.3047          0.441817          0.542064
   409   -831.8016    387.7953     86.9988   -838.4940    387.3621    101.6616   213107.22           37.0541            0.2620          0.486910          0.636111
   410   -235.4042   -667.8001    322.1978   -237.5140   -661.6602    317.7805    72243.09           25.8366            0.3188          0.567115          0.643471
   411   -585.4026   -135.8024     14.1991   -602.2517   -152.0737     31.9225   165581.77           34.0650            0.2217          0.358678          0.632042
   412   -414.6034    354.1954      5.7991   -414.9970    358.9381      5.2891    96126.55           28.4174            0.2379          0.373418          0.802396
   413   -770.2018    636.9942    -97.8004   -768.1323    643.5118    -96.3074    50423.08           22.9182            0.2689          0.321414          0.810229
   414   -218.6042   -435.4011    137.3986   -219.1521   -455.8589    145.7657    63089.22           24.6957            0.3596          0.587109          0.535604
   415   -929.8011   -679.0001   -120.2003   -928.9160   -674.1732   -112.5305    63067.27           24.6929            0.2715          0.606646          0.648973
   416    -25.4051   -539.0007    417.3973    -26.5054   -536.1677    410.0586    70223.52           25.5936            0.2780          0.429587          0.587858
   417    -47.8050   -499.8008    316.5978    -51.8299   -497.2006    323.0096    86753.16           27.4620            0.2885          0.424217          0.651448
   418   -588.2026    267.3958    -41.8007   -575.0500    263.3487    -34.2337   152147.31           33.1176            0.2470          0.428000          0.666253
   419   -546.2028   -525.0007     33.7990   -545.2322   -524.6102     34.1021    67984.45           25.3186            0.2828          0.507837          0.707523
   420   -131.8046   -597.8004    476.1971   -113.9180   -588.6891    472.0438    82823.80           27.0410            0.4139          0.327965          0.549071
   421   -803.8017    608.9943    -78.2005   -804.7615    600.9935    -77.7356   127934.58           31.2584            0.2558          0.328817          0.629325
   422   -613.4025    488.5948    -72.6005   -611.2570    494.9453    -58.1498   132390.77           31.6172            0.2763          0.261731          0.639473
   423   -851.4015    508.1948   -145.4002   -853.8539    509.4807   -125.7014   117770.93           30.4077            0.3115          0.399978          0.570251
   424   -481.8031   -110.6025     14.1991   -482.7712   -120.9771     10.2766    92767.93           28.0825            0.2350          0.414615          0.601589
   425  -1184.6001   -124.6025     30.9990  -1154.0112   -102.7460     34.0681   191375.02           35.7491            0.2667          0.467527          0.492519
   426   -974.6010    278.5958    -41.8007   -967.2976    287.5738    -43.0897   182572.39           35.1924            0.2823          0.536906          0.605393
   427  -1153.8002   -354.2015    142.9985  -1139.7051   -378.6071    122.8366   102712.06           29.0521            0.3052          0.656626          0.560710
   428   -907.4012    225.3960      5.7991   -902.7366    209.1472      4.4441   108858.54           29.6204            0.2933          0.558817          0.465135
   429    -75.8049   -653.8002    268.9980    -78.1511   -653.7791    277.0284    73845.55           26.0263            0.2844          0.539557          0.507305
   430   -467.8032    670.5941     72.9988   -462.3818    659.8295     79.1634    88092.22           27.6026            0.3053          0.466115          0.680587
   431   -481.8031   -513.8008    728.1960   -476.8249   -512.4647    728.8809    72243.09           25.8366            0.3144          0.454906          0.522060
   432   -896.2013    320.5956     30.9990   -893.9518    314.0038     35.8009   118473.39           30.4680            0.2705          0.453637          0.678013
   433   -638.6024   -407.4012    478.9971   -642.6092   -386.2066    486.2077   324885.34           42.6462            0.2915          0.448610          0.592672
   434   -372.6036    328.9955      2.9991   -369.7946    320.8680      1.6282   132742.00           31.6451            0.2157          0.473456          0.695505
   435     -3.0052   -382.2014    316.5978     12.7988   -393.9924    300.3515   106619.46           29.4159            0.2651          0.489984          0.565621
   436   -271.8040     15.3969    403.3974   -280.3946     13.8369    399.8365    85326.30           27.3106            0.3334          0.447744          0.668051
   437   -585.4026   -245.0020     30.9990   -591.7267   -252.9499     36.0539   141281.22           32.3096            0.2287          0.437015          0.607712
   438   -560.2028   -427.0012    826.1956   -568.9279   -406.5402    824.0679    80496.93           26.7853            0.3427          0.562884          0.570397
   439   -277.4040    -40.6028    736.5959   -278.5427    -36.6901    736.3181    56020.77           23.7367            0.3562          0.451476          0.498063
   440  -1170.6001    118.9965    -13.8008  -1177.3206    122.0813     -4.7751   118714.86           30.4887            0.2956          0.618738          0.594895
   441   -442.6033    -74.2027    901.7952   -457.5518    -67.9489    910.6664   118627.05           30.4812            0.3218          0.092929          0.661179
   442    -47.8050   -527.8007    498.5970    -45.7576   -528.7696    496.6369    48798.66           22.6694            0.3320          0.465070          0.583782
   443   -997.0009    180.5962     16.9991   -988.4664    186.6578      4.1580   186062.70           35.4152            0.2920          0.417037          0.506162
   444    -22.6051   -603.4004    467.7971    -43.0343   -600.0945    488.5437   166569.59           34.1326            0.3436          0.600381          0.556720
   445   -596.6026    328.9955     -8.2008   -569.2610    319.6031      5.1376   211504.73           36.9610            0.3027          0.316091          0.552187
   446   -162.6045   -502.6008    453.7972   -157.6587   -502.1563    451.0482    26868.89           18.5803            0.3810          0.470811          0.648713
